id,especie,ultima_modificacion,altura,circ_tronco_cm,diametro_tronco,long,lat,seccion,nombre_seccion,area_seccion,inclinacion_peligrosa,circ_tronco_cm_cat
13819,Fresno europeo,26/01/2011 09:24,Bajo (2 - 4 mts),44.0,Mediano,-68.8497137105,-32.8631977781,6,Residencial Norte,2694682.37982,0,medio
40291,Morera,11/04/2011 09:02,Medio (4 - 8 mts),140.0,Grande,-68.8449071219,-32.8807090251,1,Parque Central,1655357.93265,1,muy alto
42225,Morera,02/05/2011 10:10,Alto (> 8 mts),120.0,Grande,-68.8401514836,-32.8741174415,1,Parque Central,1655357.93265,0,muy alto
9815,Fresno europeo,12/01/2011 09:58,Medio (4 - 8 mts),80.0,Grande,-68.8454617888,-32.8637677447,4,Cuarta Oeste,1173332.70145,0,alto
29423,Pltano,09/03/2011 17:49,Alto (> 8 mts),266.0,Grande,-68.8462593631,-32.8917174699,2,Barrio Civico,2366816.36021,0,muy alto
31646,Paraiso,14/06/2011 14:24,Alto (> 8 mts),156.0,Grande,-68.857568164,-32.8890742235,5,Residencial Sur,2423808.92355,0,muy alto
4065,Pltano,04/10/2011 19:42,Alto (> 8 mts),145.0,Grande,-68.8283966479,-32.879088479,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
37515,Paraiso,15/11/2010 10:45,Medio (4 - 8 mts),115.0,Grande,-68.8563643357,-32.8699512527,6,Residencial Norte,2694682.37982,0,muy alto
17537,Ailanthus,27/07/2011 12:04,Medio (4 - 8 mts),75.0,Grande,-68.8386674553,-32.8666952904,4,Cuarta Oeste,1173332.70145,0,alto
3012,Morera,15/09/2011 17:05,Medio (4 - 8 mts),160.0,Grande,-68.8234526522,-32.8730170085,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
1949,Morera,18/11/2011 16:58,Medio (4 - 8 mts),105.0,Grande,-68.8591642332,-32.8705112236,6,Residencial Norte,2694682.37982,1,muy alto
25825,Caducifolio,03/02/2011 18:18,Bajo (2 - 4 mts),48.0,Mediano,-68.8399514437,-32.9027829949,2,Barrio Civico,2366816.36021,0,medio
44549,Fresno europeo,17/10/2011 11:37,Medio (4 - 8 mts),100.0,Grande,-68.8366857137,-32.8854315438,3,Parque O'Higgins,1531146.02653,0,muy alto
33215,Olmo comun,09/05/2011 12:29,Medio (4 - 8 mts),200.0,Grande,-68.8545536837,-32.891341558,5,Residencial Sur,2423808.92355,0,muy alto
6736,Fresno americano,16/05/2011 10:26,Alto (> 8 mts),75.0,Grande,-68.8579095801,-32.8929613365,5,Residencial Sur,2423808.92355,0,alto
27850,Fresno europeo,02/11/2011 08:34,Medio (4 - 8 mts),80.0,Grande,-68.8351589439,-32.8953094978,3,Parque O'Higgins,1531146.02653,1,alto
40942,Pltano,14/04/2011 15:50,Alto (> 8 mts),44.0,Mediano,-68.8410102324,-32.8857167308,1,Parque Central,1655357.93265,0,medio
9905,Paraiso,11/02/2011 12:04,Medio (4 - 8 mts),40.0,Mediano,-68.8577763958,-32.8647565951,6,Residencial Norte,2694682.37982,0,medio
36648,Morera,06/06/2011 13:03,Medio (4 - 8 mts),110.0,Grande,-68.8604210679,-32.8830385755,7,Residencial Parque,1786336.08966,0,muy alto
27614,Pltano,07/11/2011 08:40,Alto (> 8 mts),180.0,Grande,-68.8403566004,-32.8947878012,2,Barrio Civico,2366816.36021,0,muy alto
44046,Fresno europeo,18/10/2011 12:20,Muy bajo (1 - 2 mts),3.0,Chico,-68.832529377,-32.8860623496,3,Parque O'Higgins,1531146.02653,0,bajo
40386,Fresno europeo,08/04/2011 12:51,Medio (4 - 8 mts),25.0,Mediano,-68.8442673536,-32.8816183988,1,Parque Central,1655357.93265,0,bajo
2959,Jacarand,16/09/2011 08:39,Muy bajo (1 - 2 mts),18.0,Chico,-68.8259586048,-32.8712987351,4,Cuarta Este Área Fundacional,1822015.85685,0,bajo
37465,Morera,04/01/2011 12:15,Alto (> 8 mts),120.0,Grande,-68.8572612283,-32.8707091708,6,Residencial Norte,2694682.37982,0,muy alto
3837,Paraiso,02/09/2011 09:56,Alto (> 8 mts),123.0,Grande,-68.830390591,-32.870627435,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
3670,Morera,25/08/2011 13:59,Medio (4 - 8 mts),96.0,Grande,-68.8201772009,-32.869485767,4,Cuarta Este Área Fundacional,1822015.85685,0,alto
25247,Morera,08/02/2011 11:18,Alto (> 8 mts),98.0,Grande,-68.8394713341,-32.8987624078,2,Barrio Civico,2366816.36021,0,alto
26279,Pltano,21/10/2011 13:31,Alto (> 8 mts),185.0,Grande,-68.8314005635,-32.8889314964,3,Parque O'Higgins,1531146.02653,0,muy alto
6320,Morera,27/06/2011 09:35,Medio (4 - 8 mts),43.0,Mediano,-68.8562500366,-32.8901663466,5,Residencial Sur,2423808.92355,0,medio
23816,Morera,26/01/2011 16:21,Bajo (2 - 4 mts),72.0,Grande,-68.8509151591,-32.9012029756,2,Barrio Civico,2366816.36021,0,alto
18631,Fresno americano,04/07/2011 10:50,Alto (> 8 mts),190.0,Grande,-68.8355712165,-32.8755229147,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
47402,Fresno europeo,23/09/2011 14:59,Medio (4 - 8 mts),20.0,Chico,-68.8263018927,-32.8747777606,4,Cuarta Este Área Fundacional,1822015.85685,0,bajo
38113,Fresno europeo,03/12/2010 10:36,Muy bajo (1 - 2 mts),2.0,Chico,-68.8467358304,-32.8728633179,6,Residencial Norte,2694682.37982,0,bajo
11181,Morera,27/01/2011 09:46,Alto (> 8 mts),60.0,Mediano,-68.8445246119,-32.9008669486,2,Barrio Civico,2366816.36021,0,alto
47337,Morera,22/09/2011 09:17,Alto (> 8 mts),148.0,Grande,-68.8318191672,-32.8740142576,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
45041,Morera,01/09/2011 08:10,Muy bajo (1 - 2 mts),45.0,Mediano,-68.8220654049,-32.8702629121,4,Cuarta Este Área Fundacional,1822015.85685,1,medio
6448,Fresno europeo,26/05/2011 09:45,Medio (4 - 8 mts),25.0,Mediano,-68.8506664365,-32.889102086,5,Residencial Sur,2423808.92355,0,bajo
9008,Prunas,11/01/2011 14:03,Bajo (2 - 4 mts),25.0,Mediano,-68.8454958806,-32.8670952419,4,Cuarta Oeste,1173332.70145,0,bajo
1632,Paraiso sombrilla,23/11/2011 10:10,Medio (4 - 8 mts),100.0,Grande,-68.8712094711,-32.8779958947,7,Residencial Parque,1786336.08966,0,muy alto
45081,Fresno europeo,31/08/2011 11:52,Medio (4 - 8 mts),128.0,Grande,-68.8218411517,-32.8703812081,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
46019,Paraiso,27/09/2011 09:39,Muy bajo (1 - 2 mts),10.0,Chico,-68.8209367449,-32.8737060168,4,Cuarta Este Área Fundacional,1822015.85685,0,bajo
28702,Morera,01/03/2011 12:06,Alto (> 8 mts),200.0,Grande,-68.8471198394,-32.8904425205,2,Barrio Civico,2366816.36021,1,muy alto
12725,Paraiso,25/01/2011 08:32,Alto (> 8 mts),120.0,Grande,-68.8481537027,-32.8636493481,6,Residencial Norte,2694682.37982,0,muy alto
14849,Morera,19/12/2011 08:00,Bajo (2 - 4 mts),33.0,Mediano,-68.8799773256,-32.8713477046,8,Aeroparque,2203364.73622,0,medio
28908,Morera,28/02/2011 13:35,Alto (> 8 mts),120.0,Grande,-68.8468072986,-32.8879330348,2,Barrio Civico,2366816.36021,0,muy alto
2130,Morera,14/11/2011 18:23,Medio (4 - 8 mts),130.0,Grande,-68.8295630084,-32.8876083972,3,Parque O'Higgins,1531146.02653,0,muy alto
8123,Morera,16/03/2011 12:08,Alto (> 8 mts),180.0,Grande,-68.8405811421,-32.8915245667,2,Barrio Civico,2366816.36021,0,muy alto
47221,Morera,19/09/2011 10:30,Alto (> 8 mts),122.0,Grande,-68.8324520737,-32.875211959,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
19877,Fresno europeo,29/06/2011 10:44,Alto (> 8 mts),186.0,Grande,-68.8347891207,-32.8624730705,4,Cuarta Oeste,1173332.70145,0,muy alto
4388,Fresno europeo,26/07/2011 13:42,Medio (4 - 8 mts),58.0,Mediano,-68.8396985341,-32.8690147745,4,Cuarta Oeste,1173332.70145,0,medio
47934,Olmo comun,31/08/2011 11:34,Medio (4 - 8 mts),112.0,Grande,-68.8275171987,-32.870227061,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
47167,Morera,21/09/2011 10:25,Medio (4 - 8 mts),163.0,Grande,-68.8338215579,-32.8738660849,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
37322,Morera,16/03/2011 13:31,Alto (> 8 mts),85.0,Grande,-68.8578858883,-32.8746905826,6,Residencial Norte,2694682.37982,0,alto
43641,Pltano,14/10/2011 17:38,Medio (4 - 8 mts),164.0,Grande,-68.8339154133,-32.8816960617,3,Parque O'Higgins,1531146.02653,0,muy alto
16955,Fresno europeo,16/08/2011 09:17,Bajo (2 - 4 mts),45.0,Mediano,-68.8373108343,-32.8660991219,4,Cuarta Oeste,1173332.70145,0,medio
1292,Olmo bola,30/11/2011 17:57,Bajo (2 - 4 mts),44.0,Mediano,-68.8774551813,-32.8694127044,8,Aeroparque,2203364.73622,0,medio
37416,Acer,03/01/2011 12:44,Bajo (2 - 4 mts),40.0,Mediano,-68.8571781791,-32.8712991358,6,Residencial Norte,2694682.37982,0,medio
19303,Morera,13/07/2011 10:21,Alto (> 8 mts),140.0,Grande,-68.8355934078,-32.8704162296,4,Cuarta Oeste,1173332.70145,0,muy alto
22401,Morera,16/06/2011 08:44,Medio (4 - 8 mts),78.0,Grande,-68.8609385218,-32.8981984536,5,Residencial Sur,2423808.92355,0,alto
38848,Pltano,09/12/2010 11:17,Alto (> 8 mts),210.0,Grande,-68.8492934326,-32.8710708636,6,Residencial Norte,2694682.37982,0,muy alto
36762,Pltano,21/03/2011 15:46,Alto (> 8 mts),128.0,Grande,-68.8567225693,-32.8811965069,7,Residencial Parque,1786336.08966,0,muy alto
27723,Morera,01/11/2011 11:08,Alto (> 8 mts),112.0,Grande,-68.837624912,-32.8952484887,2,Barrio Civico,2366816.36021,1,muy alto
41371,Pltano,19/04/2011 09:34,Alto (> 8 mts),164.0,Grande,-68.8417890181,-32.8832868002,1,Parque Central,1655357.93265,0,muy alto
3070,Morera,08/09/2011 15:42,Medio (4 - 8 mts),127.0,Grande,-68.8277027131,-32.8711906694,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
14841,Aguaribay,07/12/2011 10:00,Muy bajo (1 - 2 mts),18.0,Chico,-68.8783960474,-32.8698178723,8,Aeroparque,2203364.73622,0,bajo
18479,Morera,07/07/2011 11:07,Medio (4 - 8 mts),115.0,Grande,-68.8385267736,-32.8744385109,1,Parque Central,1655357.93265,0,muy alto
36290,Morera,04/04/2011 10:07,Medio (4 - 8 mts),120.0,Grande,-68.854285662,-32.8771070103,6,Residencial Norte,2694682.37982,0,muy alto
26268,Fresno europeo,25/10/2011 10:38,Alto (> 8 mts),155.0,Grande,-68.8304072766,-32.8889132827,3,Parque O'Higgins,1531146.02653,0,muy alto
33007,Morera,18/05/2011 13:13,Alto (> 8 mts),175.0,Grande,-68.8520219871,-32.8882078638,5,Residencial Sur,2423808.92355,0,muy alto
39233,Fresno europeo,28/12/2010 14:08,Alto (> 8 mts),130.0,Grande,-68.8541833788,-32.8716889097,6,Residencial Norte,2694682.37982,0,muy alto
45410,Morera,09/09/2011 16:10,Bajo (2 - 4 mts),27.0,Mediano,-68.8248731252,-32.8722177161,4,Cuarta Este Área Fundacional,1822015.85685,0,bajo
4475,Morera,29/07/2011 09:31,Bajo (2 - 4 mts),12.0,Chico,-68.8394980665,-32.8678612248,4,Cuarta Oeste,1173332.70145,0,bajo
27388,Pltano,21/10/2011 13:54,Alto (> 8 mts),150.0,Grande,-68.8354846566,-32.8882959827,3,Parque O'Higgins,1531146.02653,0,muy alto
34113,Morera,09/03/2011 13:33,Alto (> 8 mts),125.0,Grande,-68.8555227485,-32.8734023096,6,Residencial Norte,2694682.37982,0,muy alto
16698,Morera,20/07/2011 13:53,Medio (4 - 8 mts),40.0,Mediano,-68.8406160602,-32.8641953175,4,Cuarta Oeste,1173332.70145,0,medio
22391,Fresno europeo,16/06/2011 09:21,Alto (> 8 mts),108.0,Grande,-68.8601987593,-32.8981708963,5,Residencial Sur,2423808.92355,0,muy alto
9590,Morera,28/01/2011 12:55,Alto (> 8 mts),160.0,Grande,-68.8511948109,-32.8642771368,6,Residencial Norte,2694682.37982,0,muy alto
27294,Fresno europeo,01/11/2011 09:30,Bajo (2 - 4 mts),25.0,Mediano,-68.8351835915,-32.8887193957,3,Parque O'Higgins,1531146.02653,0,bajo
22986,Paraiso,02/06/2011 11:07,Alto (> 8 mts),116.0,Grande,-68.8565319332,-32.9004330651,5,Residencial Sur,2423808.92355,0,muy alto
16016,Morera,11/08/2011 08:36,Alto (> 8 mts),140.0,Grande,-68.8437895743,-32.8713011925,4,Cuarta Oeste,1173332.70145,0,muy alto
18683,Morera,05/07/2011 09:26,Alto (> 8 mts),133.0,Grande,-68.836251978,-32.8737288964,4,Cuarta Oeste,1173332.70145,1,muy alto
31422,Morera,14/07/2011 10:13,Alto (> 8 mts),230.0,Grande,-68.8501386041,-32.8852223899,1,Parque Central,1655357.93265,1,muy alto
43717,Morera,11/10/2011 09:06,Alto (> 8 mts),110.0,Grande,-68.8324453393,-32.883388656,3,Parque O'Higgins,1531146.02653,0,muy alto
37820,Fresno europeo,10/12/2010 09:52,Bajo (2 - 4 mts),38.0,Mediano,-68.848468825,-32.8723417757,6,Residencial Norte,2694682.37982,0,medio
199,Fresno americano,24/02/2012 10:41,Bajo (2 - 4 mts),28.0,Mediano,-68.8584021085,-32.8644803013,6,Residencial Norte,2694682.37982,0,bajo
2036,Morera,01/11/2011 10:27,Medio (4 - 8 mts),110.0,Grande,-68.8330566906,-32.8949833329,3,Parque O'Higgins,1531146.02653,0,muy alto
18063,Morera,29/07/2011 13:22,Alto (> 8 mts),142.0,Grande,-68.8408903357,-32.8678866737,4,Cuarta Oeste,1173332.70145,0,muy alto
18597,Fresno europeo,06/07/2011 12:25,Alto (> 8 mts),73.0,Grande,-68.8369469282,-32.8758431936,1,Parque Central,1655357.93265,0,alto
12,Morera,02/03/2012 13:07,Medio (4 - 8 mts),100.0,Grande,-68.8569486959,-32.8958654194,5,Residencial Sur,2423808.92355,0,muy alto
7215,Morera,28/06/2011 09:02,Bajo (2 - 4 mts),70.0,Grande,-68.8611422288,-32.8981489536,5,Residencial Sur,2423808.92355,0,alto
35123,Fresno europeo,28/03/2011 10:33,Alto (> 8 mts),130.0,Grande,-68.8518511768,-32.8802782282,1,Parque Central,1655357.93265,0,muy alto
35194,Olmo comun,23/03/2011 12:39,Alto (> 8 mts),125.0,Grande,-68.8526681754,-32.8824471336,1,Parque Central,1655357.93265,0,muy alto
29773,Ligustro,15/03/2011 09:14,Alto (> 8 mts),88.0,Grande,-68.8413531178,-32.8931827215,2,Barrio Civico,2366816.36021,0,alto
14226,Fresno europeo,07/12/2011 16:45,Bajo (2 - 4 mts),30.0,Mediano,-68.8768415709,-32.8660043204,8,Aeroparque,2203364.73622,1,medio
11736,Acer,02/06/2010 10:45,Medio (4 - 8 mts),198.0,Grande,-68.8509454318,-32.8674356538,6,Residencial Norte,2694682.37982,0,muy alto
46491,Morera,17/08/2011 13:04,Alto (> 8 mts),180.0,Grande,-68.8303960151,-32.8680476347,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
35504,Morera,06/04/2011 11:35,Alto (> 8 mts),82.0,Grande,-68.8554637617,-32.8810047247,6,Residencial Norte,2694682.37982,0,alto
38989,Paraiso,27/12/2010 12:06,Alto (> 8 mts),85.0,Grande,-68.8549591574,-32.8709640269,6,Residencial Norte,2694682.37982,0,alto
47785,Conifera,23/09/2011 13:33,Medio (4 - 8 mts),63.0,Grande,-68.8276007784,-32.8732746751,4,Cuarta Este Área Fundacional,1822015.85685,0,alto
31659,Morera,14/06/2011 13:45,Alto (> 8 mts),120.0,Grande,-68.8583392591,-32.889341873,5,Residencial Sur,2423808.92355,0,muy alto
7227,Paraiso,23/06/2011 11:56,Alto (> 8 mts),155.0,Grande,-68.8621850325,-32.8985106194,5,Residencial Sur,2423808.92355,0,muy alto
34905,Pltano,28/03/2011 12:38,Alto (> 8 mts),195.0,Grande,-68.8518425871,-32.8807722502,1,Parque Central,1655357.93265,0,muy alto
10308,Acer,01/12/2010 12:02,Medio (4 - 8 mts),45.0,Mediano,-68.8458671021,-32.8712966714,6,Residencial Norte,2694682.37982,0,medio
37970,Fresno europeo,10/01/2012 18:02,Bajo (2 - 4 mts),100.0,Grande,-68.8480439716,-32.8727361339,6,Residencial Norte,2694682.37982,0,muy alto
7927,Fresno europeo,18/02/2011 12:05,Muy bajo (1 - 2 mts),10.0,Chico,-68.840968782,-32.8891434669,3,Parque O'Higgins,1531146.02653,0,bajo
28549,Morera,21/02/2011 09:16,Alto (> 8 mts),155.0,Grande,-68.8495553636,-32.8889767501,5,Residencial Sur,2423808.92355,0,muy alto
40412,Pltano,12/04/2011 10:17,Alto (> 8 mts),190.0,Grande,-68.8443221134,-32.8829979666,1,Parque Central,1655357.93265,0,muy alto
26016,Acacia SP,09/11/2011 17:18,Bajo (2 - 4 mts),46.0,Mediano,-68.8325967017,-32.8866540614,3,Parque O'Higgins,1531146.02653,0,medio
37212,Pltano,14/03/2011 11:15,Medio (4 - 8 mts),70.0,Grande,-68.8584758527,-32.8728037505,6,Residencial Norte,2694682.37982,0,alto
20700,Paraiso,31/05/2011 11:48,Bajo (2 - 4 mts),94.0,Grande,-68.862038752,-32.8980089368,5,Residencial Sur,2423808.92355,0,alto
6290,Morera,30/06/2011 09:49,Bajo (2 - 4 mts),25.0,Mediano,-68.8616660474,-32.8893036523,5,Residencial Sur,2423808.92355,1,bajo
21519,Morera,12/05/2011 10:45,Alto (> 8 mts),140.0,Grande,-68.8540883456,-32.8936712812,5,Residencial Sur,2423808.92355,0,muy alto
39243,Morera,28/12/2010 09:42,Medio (4 - 8 mts),70.0,Grande,-68.8549708638,-32.8717149473,6,Residencial Norte,2694682.37982,0,alto
20684,Morera,01/06/2011 10:31,Alto (> 8 mts),160.0,Grande,-68.8610072434,-32.8975364826,5,Residencial Sur,2423808.92355,1,muy alto
6603,Fresno americano,10/05/2011 11:06,Medio (4 - 8 mts),49.0,Mediano,-68.8567542007,-32.892649538,5,Residencial Sur,2423808.92355,0,medio
41168,Morera,18/04/2011 12:01,Alto (> 8 mts),110.0,Grande,-68.8377937656,-32.8810622122,1,Parque Central,1655357.93265,0,muy alto
39426,Fresno americano,11/11/2010 11:28,Bajo (2 - 4 mts),60.0,Mediano,-68.8552801347,-32.8704149024,6,Residencial Norte,2694682.37982,0,alto
10088,Acer,20/10/2010 13:39,Medio (4 - 8 mts),50.0,Mediano,-68.845330538,-32.8707525904,6,Residencial Norte,2694682.37982,0,medio
15731,Acer,23/11/2011 10:01,Bajo (2 - 4 mts),30.0,Mediano,-68.8711056458,-32.8776876339,7,Residencial Parque,1786336.08966,0,medio
6493,Acacia SP,01/06/2011 12:07,Medio (4 - 8 mts),42.0,Mediano,-68.8557846846,-32.8883007082,5,Residencial Sur,2423808.92355,0,medio
30053,Pltano,05/05/2011 10:25,Bajo (2 - 4 mts),22.0,Mediano,-68.8405527809,-32.8859990525,3,Parque O'Higgins,1531146.02653,0,bajo
38578,Fresno europeo,17/12/2010 10:07,Medio (4 - 8 mts),65.0,Grande,-68.8519778006,-32.8716663017,6,Residencial Norte,2694682.37982,0,alto
13522,Morera,01/02/2011 11:48,Alto (> 8 mts),100.0,Grande,-68.8519286414,-32.8645991201,6,Residencial Norte,2694682.37982,1,muy alto
12022,Ligustro,28/04/2010 11:50,Bajo (2 - 4 mts),100.0,Grande,-68.8528617023,-32.8666106361,6,Residencial Norte,2694682.37982,0,muy alto
10118,Jacarand,03/01/2011 13:02,Muy bajo (1 - 2 mts),2.0,Chico,-68.857082203,-32.8707988626,6,Residencial Norte,2694682.37982,0,bajo
30807,Acacia SP,14/02/2011 11:17,Bajo (2 - 4 mts),80.0,Grande,-68.8564950128,-32.8655797295,6,Residencial Norte,2694682.37982,0,alto
22231,Fresno europeo,14/06/2011 11:31,Alto (> 8 mts),103.0,Grande,-68.8556391194,-32.8979854836,5,Residencial Sur,2423808.92355,0,muy alto
12328,Morera,13/01/2011 11:40,Alto (> 8 mts),150.0,Grande,-68.847237101,-32.8674678091,6,Residencial Norte,2694682.37982,0,muy alto
15490,Paraiso,22/11/2011 12:15,Bajo (2 - 4 mts),60.0,Mediano,-68.860326752,-32.8719609667,7,Residencial Parque,1786336.08966,1,alto
26808,Pltano,01/11/2011 08:48,Alto (> 8 mts),150.0,Grande,-68.8339643311,-32.8950039223,3,Parque O'Higgins,1531146.02653,0,muy alto
36304,Pltano,04/04/2011 12:00,Medio (4 - 8 mts),140.0,Grande,-68.8535382493,-32.8766059048,6,Residencial Norte,2694682.37982,0,muy alto
38928,Morera,26/10/2010 11:39,Alto (> 8 mts),96.0,Grande,-68.8486967675,-32.8706386826,6,Residencial Norte,2694682.37982,0,alto
3395,Ligustro,16/08/2011 13:46,Muy bajo (1 - 2 mts),20.0,Chico,-68.8319066239,-32.8681809521,4,Cuarta Oeste,1173332.70145,0,bajo
7736,Morera,19/05/2011 10:40,Medio (4 - 8 mts),120.0,Grande,-68.8507914196,-32.8863653512,5,Residencial Sur,2423808.92355,0,muy alto
9688,Morera,20/01/2011 12:18,Alto (> 8 mts),160.0,Grande,-68.8471802868,-32.8635181609,4,Cuarta Oeste,1173332.70145,0,muy alto
35396,Morera,21/06/2011 12:53,Medio (4 - 8 mts),120.0,Grande,-68.8557115081,-32.8825384162,5,Residencial Sur,2423808.92355,0,muy alto
6268,Ailanthus,13/07/2011 13:39,Alto (> 8 mts),30.0,Mediano,-68.8504124109,-32.8830001863,1,Parque Central,1655357.93265,0,medio
43139,Pltano,05/10/2011 11:31,Alto (> 8 mts),220.0,Grande,-68.8303614676,-32.8801223973,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
48175,Fresno europeo,17/08/2011 09:37,Medio (4 - 8 mts),85.0,Grande,-68.8290676095,-32.8676709995,4,Cuarta Este Área Fundacional,1822015.85685,0,alto
1479,Paraiso sombrilla,25/11/2011 11:32,Muy bajo (1 - 2 mts),30.0,Mediano,-68.8716295673,-32.8770860306,7,Residencial Parque,1786336.08966,0,medio
25168,Morera,09/02/2011 18:31,Alto (> 8 mts),102.0,Grande,-68.8361584654,-32.8988740853,2,Barrio Civico,2366816.36021,1,muy alto
33231,Morera,09/05/2011 11:52,Alto (> 8 mts),140.0,Grande,-68.8557912761,-32.892075796,5,Residencial Sur,2423808.92355,1,muy alto
30139,Morera,16/03/2011 08:16,Alto (> 8 mts),165.0,Grande,-68.8404443122,-32.8915456442,2,Barrio Civico,2366816.36021,0,muy alto
27041,Pltano,09/11/2011 10:47,Alto (> 8 mts),155.0,Grande,-68.8395193202,-32.8915463559,3,Parque O'Higgins,1531146.02653,0,muy alto
31908,Morera,01/06/2011 09:58,Medio (4 - 8 mts),140.0,Grande,-68.8576192596,-32.8837306566,5,Residencial Sur,2423808.92355,0,muy alto
29690,Fresno europeo,02/03/2011 15:43,Medio (4 - 8 mts),38.0,Mediano,-68.8418219243,-32.8944200747,2,Barrio Civico,2366816.36021,0,medio
29648,Morera,23/03/2011 18:58,Bajo (2 - 4 mts),10.0,Chico,-68.8435931127,-32.8933084004,2,Barrio Civico,2366816.36021,0,bajo
16305,Morera,22/07/2011 08:58,Alto (> 8 mts),160.0,Grande,-68.8420374988,-32.8630908394,4,Cuarta Oeste,1173332.70145,0,muy alto
41416,Morera,18/04/2011 14:25,Medio (4 - 8 mts),96.0,Grande,-68.8426267939,-32.8830105425,1,Parque Central,1655357.93265,0,alto
29778,Morera,09/03/2011 10:34,Alto (> 8 mts),195.0,Grande,-68.8427926484,-32.8912411542,2,Barrio Civico,2366816.36021,0,muy alto
34771,Fresno europeo,30/03/2011 10:13,Alto (> 8 mts),85.0,Grande,-68.8513132744,-32.8787738353,6,Residencial Norte,2694682.37982,0,alto
37286,Morera,15/03/2011 10:13,Alto (> 8 mts),10.0,Chico,-68.858289811,-32.8734735735,6,Residencial Norte,2694682.37982,0,bajo
39195,Fresno europeo,25/11/2010 13:49,Alto (> 8 mts),80.0,Grande,-68.8543799174,-32.872906516,6,Residencial Norte,2694682.37982,0,alto
9146,Acer,28/02/2011 11:16,Bajo (2 - 4 mts),25.0,Mediano,-68.8522182289,-32.8649354892,6,Residencial Norte,2694682.37982,0,bajo
24680,Prunas,20/01/2011 11:39,Medio (4 - 8 mts),110.0,Grande,-68.8432166444,-32.8964446841,2,Barrio Civico,2366816.36021,0,muy alto
43796,Paraiso sombrilla,18/10/2011 16:45,Bajo (2 - 4 mts),40.0,Mediano,-68.8324064762,-32.8823953853,3,Parque O'Higgins,1531146.02653,0,medio
10924,Morera,29/03/2011 10:22,Alto (> 8 mts),154.0,Grande,-68.8512216522,-32.8802315424,1,Parque Central,1655357.93265,1,muy alto
3285,Morera,30/09/2011 11:24,Medio (4 - 8 mts),75.0,Grande,-68.8279766314,-32.8769813084,4,Cuarta Este Área Fundacional,1822015.85685,0,alto
42458,Fresno europeo,30/09/2011 17:29,Medio (4 - 8 mts),78.0,Grande,-68.8320961934,-32.8754542781,4,Cuarta Este Área Fundacional,1822015.85685,0,alto
43718,Morera,11/10/2011 09:05,Muy bajo (1 - 2 mts),6.0,Chico,-68.8324403434,-32.8833085745,3,Parque O'Higgins,1531146.02653,0,bajo
11062,Perenne,31/03/2011 12:47,Alto (> 8 mts),96.0,Grande,-68.8552233031,-32.8800488287,6,Residencial Norte,2694682.37982,0,alto
22083,Fresno europeo,10/06/2011 11:27,Medio (4 - 8 mts),100.0,Grande,-68.8545460839,-32.896842406,5,Residencial Sur,2423808.92355,0,muy alto
15681,Fresno europeo,15/11/2011 11:49,Muy bajo (1 - 2 mts),18.0,Chico,-68.8613240177,-32.870669975,7,Residencial Parque,1786336.08966,0,bajo
25705,Morera,04/02/2011 09:47,Alto (> 8 mts),125.0,Grande,-68.840984248,-32.9025955332,2,Barrio Civico,2366816.36021,0,muy alto
34357,Morera,28/03/2011 13:05,Medio (4 - 8 mts),80.0,Grande,-68.8522764307,-32.8756075085,6,Residencial Norte,2694682.37982,0,alto
14810,Fresno europeo,07/12/2011 10:39,Bajo (2 - 4 mts),25.0,Mediano,-68.8774655243,-32.8688300031,8,Aeroparque,2203364.73622,0,bajo
40906,Pltano,18/04/2011 18:39,Alto (> 8 mts),152.0,Grande,-68.8381985685,-32.8856443257,3,Parque O'Higgins,1531146.02653,0,muy alto
45934,Morera,29/08/2011 11:59,Alto (> 8 mts),155.0,Grande,-68.8186541723,-32.8701240651,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
7729,Morera,19/05/2011 09:39,Alto (> 8 mts),160.0,Grande,-68.8504381703,-32.8873773978,5,Residencial Sur,2423808.92355,0,muy alto
19903,Morera,28/06/2011 14:10,Alto (> 8 mts),198.0,Grande,-68.8333865283,-32.8623403177,4,Cuarta Oeste,1173332.70145,0,muy alto
41929,Paraiso,20/04/2011 09:31,Medio (4 - 8 mts),134.0,Grande,-68.8378894772,-32.8794387482,1,Parque Central,1655357.93265,0,muy alto
38212,Morera,24/08/2010 10:46,Bajo (2 - 4 mts),35.0,Mediano,-68.84719555,-32.874364822,6,Residencial Norte,2694682.37982,0,medio
35901,Morera,28/03/2011 09:38,Alto (> 8 mts),160.0,Grande,-68.8532649035,-32.8757016365,6,Residencial Norte,2694682.37982,1,muy alto
